0,1,2,3,4,5,6,7,8,9,10
Type of training/workshops,Venue,,Duration,,,Batch,,,Participant,
,,,(day),,,(No.),,,s (No.),
"Hands-on training for medical teachers and
scientists",Dhaka,2,,,2,,,60,,
Training/workshop for medical teachers,Dhaka,-,,,-,,,-,,
