0,1,2,3,4,5,6
Year,Total AEFI,TToottaall,SSeerriioouuss AAEEFFII,Investigated Serious AEFI,CCaauuss,aalliittyy AAsssseessssmmeenntt
,reported,,reported,(%),CC,oommpplleetteedd ((%%))
2021,1093,,35,100%,,100%
