0,1,2,3,4,5,6
,Major,,,Achievements including development of,,Status
,Components,,,Guideline/Training manual/Policy briefs,,
Disability,,,"- Mass awareness activities on Disability, Ear
Care, Elderly people, Physical therapy/
Physiotherapy, Palliative Care, Oral Health and
Dental Care, Prevention of Thalassaemia,
Tobacco Control
- National Palliative Care Learners Guide for
Physicians
- Training Module on Oral Hygiene Practice
- National Palliative Care Learners Guide for
Nurse & Para-health Professionals (Bangla)
- A Guideline for Medical Doctors and Primary
Health Care Workforce
- National Guideline for Management of
Childhood Malignancies in Bangladesh",,,
"Injury including
poisoning and
snakebite",,,"- Mass awareness activities on Injury including
poisoning and snakebite
- National guideline for Management of Snakebite
- Snakebite Management Training Guideline for
Nurse, SACMO, HA (Bangla)
- Snakebite Management Training Guideline for
Doctors(English)
- National Protocol on Methanol poisoning
- Injury Prevention Guideline (Bangla)",,,"-National drowning
prevention strategy
-National Snakebite
Prevention Strategy"
"Emergency
preparedness and
Response (EPR),
Post Disaster
Health
Management",,,"- Training Manual on Health Emergency
Preparedness and Response for Health
Professionals (Bangla & English )
- Manual on Prevention of Climate Change Health
Impact in Bangladesh (Bangla & English )
- Health adaptation strategy on Climate Change
- Mass awareness activities on Climate Change,
EPR & Post Disaster Health Management
- House-to-house active surveillance and Inter-
Personal Communication (IPC) on Injury
prevention & disaster health management
- National Health Crisis Management Center &
Control Room in DGHS for rapid response of
disaster health management",,,"-Public Health
Emergency
Operation Center
(PHEOC),
Bangladesh through
IEDCR"
