0,1,2,3,4,5,6
,Major,,,Achievements including development of,,Status
,Components,,,Guideline/Training manual/Policy briefs,,
"Major NCDs
(Cardiovascular
Diseases,
Diabetes, COPD,
Cancer)",,,"- National Protocol for Management of Diabetes
and Hypertension
- Guideline for Life care of Hypertensive Patients
- Guideline for Life care of Diabetic Patients
- National Guideline for management of Stroke
- National Guideline for management of Headache
- Diabetes Care - BADAS Guideline 2019
- National Protocol for Management of Bronchial
Asthma and COPD
- Development of Multi-sectoral Action Plan
2021-2025 on NCD
- House-to-house active surveillance and
Interpersonal Communication (IPC) on major
NCDs management
- STEPS Survey 2018
- Hypertension & Diabetes screening at 300
upazilas
- PEN implementation model in 100 upazilas
- Delivery of NCD management equipment like
ECG machine, Glucometer with strip, Weight
Machine, BP Stethoscope etc. in all Upazila
Health Complex, Community Clinics and District
Sadar Hospitals
- Supply of Antihypertensive and Anti-diabetic
drugs",,,"-Draft module on
management of
parkinsonism at the
primary health care
-Draft training
module on
neurological diseases
(Epilepsy, Dementia,
Head Injury,
Meningitis,
Encephalitis, Loss of
Consciousness)
-Draft module on
reprocessing and
reuse of single-use
devices"
"Environmental
Health hazards
(Water, Arsenicosis,
Air, Soil)",,,"- Arsenicosis Patients Diagnosis and Monitoring
Manual for Health Practitioners
- Mass awareness activities on Occupational and
Environmental Health hazards",,,
"Mental Health,
Autism & NDDs",,,"- National Strategic Plan for Neurodevelopmental
Disorders 2016-2021 in Bangladesh
- Development of National Mental Health
Strategic Plan 2020-30
- National Mental Health Policy developed
- Mental Health, Tobacco, Alcohol & Substance
Abuse guideline
- Guidebook on Mental Health and COVID-19
- Mass awareness activities on Mental Health,
Autism & NDDs
- Prevention and treatment of substance abuse and
harmful use of alcohol
- Survey of Autism and Neurodevelopmental
Disorders in Bangladesh",,,
