0,1,2,3,4,5,6,7,8
,Nutrition Specific,,,Nutrition Sensitive,,,System Strengthening,
"1. Promote, protect and support Infant
and Young Child Feeding (IYCF)
practices including ECD, utilizing a
community-based approach through
existing PHC platforms",,,"12. Food Safety
Program",,,"16. Revitalization of Bangladesh
National Nutrition Council
(BNNC)",,
2. Promote maternal nutrition,,,"13. Good hygiene
practices (GHP)
including WASH at
all levels",,,"17. Multi-sectoral coordination,
collaboration of nutrition activities
across different sectors at national
and subnational levels",,
3. Promotion of adolescent nutrition,,,"14. Food
fortification",,,"18. Human Resource Development
(HRD)",,
4. Control of micronutrient deficiencies,,,"15. Nutrition
challenges due to
climate changes",,,"19. Institutional Capacity
Development",,
