0,1,2,3,4,5,6,7,8,9
Financial year,Type of messages telecast,Thematic,,,Number of,,,Telecast time,
,,area,,,TV channels,,,(Day),
FY 2021-2022,TV News Scroll,11,,98,,,69,,
,TVC/TV Spot,7,,62,,,65,,
Total,,18,,160,,,134,,
