0,1,2,3,4,5,6,7,8
,Type of Hospital/Facility,,,Number,,,Percentage (%),
Govt. Medical College Hospitals,,,19,,,2.7%,,
District and General Hospitals,,,62,,,8.8%,,
Upazila Health Complexes,,,429,,,60.6%,,
Community Clinics,,,68,,,9.6%,,
Government Specialized Hospitals,,,18,,,2.5%,,
Private Medical College Hospitals,,,3,,,0.4%,,
NGO Hospitals/ Private Clinics,,,109,,,15.4%,,
,Total,,,708,,,100.0%,
