0,1,2,3,4
"9. Comparison of health indicators of selected south Asian countries, 2006",,,,
Country,"Life expectancy at
birth (year)","Infant mortality rate
(per 1,000 live births)","Births skilled attendant
(%)","Contracepti ve
prevatence (%)"
Bangladesh,63,52,20,58.1
India,63,57,47,56.3
Pakistan,62,78,54,27.6
Srilanka,69,11,97,70
Nepal,62,46,19,48
