0,1,2
No.,Average Population,No. of Facilities
1.,"National -162
Million","Total: 35 ; Medical university : 1, Alt Med Hosp: 2 (DGHS),Family Planning Inst: 2
(DGFP), Post Graduate Instt. Hospital: 30"
2.,Division :7 Nos,"Total: 56Med College Hospital : 18 (DGHS),Other Hospital: 28 (DGHS),Model
Clinic: 14 (DGFP)"
3.,"District: 64 Nos.
(2.3 Million)","Total: 221 ;District Hospital: 61 (DGHS),MCWC: 101; MCH-FP Clinics: 59 (DGFP)"
4.,"Upazila: 483 Nos.
(0.3 Million)",Total: 421;Upazila Health Complex: 421 (DGHS)
5.,"Union: 4,498 Nos.
(0.03 Million)","Total: 5,168 ;USC, UHFWC: 1,449 (DGHS),UHFWC: 3,719 (DGFP)"
6.,"Ward
13,494 Nos.
(Several villages
make a ward)
(11,000)","Total: 80,789
Community Clinic: 14,025 (3,975 CCs to be added soon) [DGHS & DGFP]
Satellite Clinic: 30,000 (DGFP)
Community Nutrition Center: 36,764 (NNP)"
Grand Total,,"86,690 Nos."
