0,1,2,3
in nominal terms,Year,Estimated Tk.,Estimated $
,1997,"48,699 million","1,140 million"
,2001,"74,193 million","1,375 million"
,2007,"160,899 million","2,331 million"
in real terms,1997,"47,502 million","1,112 million"
,2001,"72,781 million","1,349 million"
,2007,"150,092 million","2,174 million"
