0,1,2
Phase,Impact/Issue,Mitigation Measure
Design,"Drawing and planning the construction of
buildings by adapting to adjoining physical
landscape and minimizing possible
environmental issues.","Minimization measures for adverse
environmental impacts should be introduced
in the construction design."
,"Barrier-free will be integrated in the design to
the extent possible.","Care will be taken in the design to provide
easy access to persons with mobility
challenges in all public areas of the building."
,Safe disposal of sewer water from toilets,"To the extent possible, sewer will be treated
in appropriate septic tank for anaerobic
treatment with retention of at least 48 hours
and be disposed of in town sewer if existing.
Where town sewer is not available, an
aerobic treatment will be provided in the form
of a soak away pit. The pit will be located at
least 40 meters away from any water wells."
,"Increased volume of water, sanitation and
related effluent discharges in the existing 525
health care facilities","Increased volume of water requirement,
sanitary facilities and related effluent
discharges at all 525 health care facilities will
be reviewed at the design phase and facilities
to be increased and issues will be addressed
as safe management practice."
Construction,"Dispersion of dust, debris, and suspended
particulates from construction sites to
surrounding structures may cause nuisance
to surrounding families and businesses,
especially vulnerable persons (children,
elders, etc.).","Contractors to spray water to exposed areas,
excavated materials, adjacent vegetation to
reduce dust during the dry season and
regularly clean debris to contain dust
generation"
,"Increase in dust levels from construction
vehicles and traffic volume","• Impose speed limits for construction
vehicles
• Proper maintenance of service vehicle
• Implement site-specific EHS Plan and
subsequent monitoring will reduce air
emission at acceptable air emission
standards (IFC-WB EHS General
Guidelines 2007 and ECR 2005)."
,"Increase noise level and intermittent vibration
from construction machinery, equipment and
vehicles will cause disruption to patients in
the facilities, nearby residents, and other
institutions","• Civil works will generate noise and low
vibration (i.e. given the scale of upgrading
activities). Compliance to the limits set by
the Noise Pollution Control Rules 2006
will be strictly enforced.
• Measures such as work scheduling of
noise-generating activities, use of
temporary enclosures, enforcing of speed
limits for construction vehicles, use of
horns by vehicles will be prohibited.
• Keep loading and staging areas onsite
within the perimeter protected by the
recommended temporary noise barrier"
