0,1,2,3,4
Country,Year,"Per Capita Health
Expenditure ($)","THE as % of
GDP","Public
Expenditure as %
of THE"
Bangladesh (BNHA Estimates),2007,$ 16,3.6,26
Bangladesh (SHA Estimates),,$ 16,3.6,27
Bangladesh,2006,$ 14,3.3,27
India,,$ 29,3.6,25
Nepal,,$ 17,5.1,30
Pakistan,,$ 19,2.6,32
Sri Lanka,,$ 57,4.2,49
