0,1,2,3,4,5,6
"Newborn
contact",EPI,ARI,ANC,PNC,"Maternal
contact",FP
"6272
6958
8805
8546
9159
9007
9383
9184
11267
9913
9964
9784
108242","316126
303209
300618
306084
295020
284258
290907
252381
297979
265087
283534
282807
3478010","196316
195316
198011
200363
207968
209347
213109
211117
215947
216873
216336
223601
2504304","93020
92870
104028
103516
107853
106352
108340
90697
109197
94613
96185
95762
1202433","31510
31712
34371
34180
34081
33594
34564
30797
35483
32364
32791
33713
399160","294134
292503
307964
310294
316714
314067
321867
277545
321592
286200
290016
289923
3622819","1253953
1219197
1241610
1228164
1210552
1190102
1196552
1145656
1233996
1173673
1180655
1211362
14485472"
