0,1,2,3,4,5,6,7,8
"slatipsoh secfifo
htlaeh
alizapU
dna","secfifo
livic
s’noegrus
tcirtsiD",SHGD-SIM,"htlaeh
lanoisiviD
secfifo","gnihcaet slatipsoh
etaudargtsoP dna
etutitsni",SHGD,"egelloc
slatipsoh
lacideM","deb-052
dna
slatipsoh
deb-002","rahknahC
ytic
akahD
ta
cinilc
fo
looP
BT"
483,120,59,23,13,9,10,3,1
67.0%,17.0%,8.0%,3.0%,2.0%,1.0%,1.0%,1.0%,<1.0%
17.2%,48.3%,44.1%,8.7%,38.5%,33.3%,80.0%,66.7%,100.0%
