0,1,2,3,4,5,6
,,,,,,
"rebmun
yliad
egarevA","tisiv
roodtuO
noissimdA","1.742 2.761 5.9392
0.35 6.9 5.73",,"3.38
7.3",,"4.802
4.92"
"egarevA fo )d(
htgnel
yats",,8.6 8.31 8.4,,1.411,,0.32
"ycnapucco
)%(
-deB
etar",,6.17 8.78 8.98,,7.38,,5.96
"stisiv
roodtuo
fo
.oN","latoT
dlihC
elameF
elaM","80209 42016 3292701
04431 3081 3816101
95603 84162 04765
90164 37033 -",,"80403
-
99171
90231",,"46067
91311
02852
52983"
"shtaed
latipsoh
fo
.oN","latoT
dlihC
elameF
elaM","102 56 944
31 5 744
53 51 2
351 54 -",,"2
-
1
1",,"3
1
1
1"
"snoissimda
fo
.oN","latoT
dlihC
elameF
elaM","64391 1053 67631
3202 184 5116
7666 9821 1657
65601 1371 -",,"2431
-
992
3401",,"61701
263
4184
0455"
"fo sdeb
.oN",,005 051 002,,005,,002
,,,"latipsoh
latneM",,"latipsoh
egelloc
latneD",
