0,1,2,3,4,5,6
Barisal,Chittagong,Dhaka,Khulna,Rajshahi,Rangpur,Sylhet
"309591
3.5
5.1
28.1
14.3","1051210
3.7
7.4
33.0
14.1","1450527
4.0
7.3
34.0
10.6","513934
6.3
7.1
31.1
12.8","1003458
2.9
7.6
33.6
10.7","535541
2.9
7.3
30.4
13.5","498420
5.1
8.0
24.2
15.8"
