0,1,2,3,4,5
tegraT 0302,,,21,2.1,%001
tegraT 5202,,,11,5.1,%08
")ecruos
sutats
tnerruC dna
raeY(",,"dna
raey
ecruoS",01,"8102 7102 9102
PB PB BW","9102
SBB
SCIM"
,,ataD,9,56.1 52.1 3.51,%4.77
"atad
enilesaB",ecruoS,,8,PB,SHDB
,raeY,,7,"5102
BW",4102
,ataD,,6,%94.2,%6.27
gntiropeR ycneuqerf,,,5,launnA,launnA
"ecruos
ataD","-artsinimdA dnaB
ytivticA /yevruS( /susneC /SIM/evti )ToI/ataD
giB/IA",,4,SRVS,SCIM
,notiuttisnI /yrtsiniM( /noisiviD )ycnegA,,3,SBB,SBB
"-issalC notiacfi
reiT",,,2,"I
reiT","I
reiT"
"rotacidnI
GDS",,,1,"etar
seirujni
htaeD -daor 000,001 )notialupop
1.6.3 ot eud cffiart rep(","notiroporP
gninnalp
fo evticudorper rof nredom
nemow –51( )sraey evah deen defistias sdohtem
ylimaf
1.7.3 ega ohw rieht htiw
fo 94"
