0,1,2
Name of district-level hospital,Bed-occupancy rate,No. of sanctioned beds
"Chapainowabganj District Hospital,
Chapainowabganj",300.3,100
"Naogaon District Hospital, Naogaon",167.2,100
"Narail District Hospital, Narail",193.2,100
Narayanganj 300-bed Hospital,77.2,300
Narayanganj General (Victoria) Hospital (100-bed),117.7,100
"Narsingdi (100-bed) Zila Hospital, Narsingdi",145.6,100
"Narsingdi District Hospital, Narsingdi",89.1,100
"Natore District Hospital, Natore",201.1,100
"Netrakona District Hospital, Netrakona",247.2,100
"Nilphamari District Hospital, Nilphamari",256.2,100
"Noakhali District Hospital, Noakhali",211.5,250
"Pabna District Hospital, Pabna",175.1,250
"Panchagarh District Hospital, Panchagarh",120.6,100
"Patuakhali District Hospital, Patuakhali",188.8,250
"Pirojpur District Hospital, Pirojpur",133.7,100
"Rajbari District Hospital, Rajbari",154.6,100
"Rangamati District Hospital, Rangamati",112,100
"Satkhira District Hospital, Satkhira",216.5,100
"Shaheed Ahsan Ullah Master General Hospital,
Tongi, Gazipur",53,250
"Shahid Shamsuddin District Hospital, Sylhet",81.5,100
"Shariatpur District Hospital, Shariatpur",132.7,100
"Sherpur District Hospital, Sherpur",288.3,100
"Sirajganj General Hospital, Sirajganj",135.4,250
"Sunamganj District Hospital, Sunamganj",119.8,250
"Tangail District Hospital, Tangail",222.9,250
"Thakurgaon District Hospital, Thakurgaon",369.9,100
