0,1,2,3
Sl. no.,Name of institution,Estd. year,Enrolment capacity
1,"Government medical assistant training schools
(MATS)-11",1976–2020,922
2,Private medical assistant training schools (MATS)-200,2008–2015,13540
Total,,1976–2020,14462
