0,1,2,3,4,5
Sl. no.,Camp,"Functioning with WB
funding",Population,MoU partner,Status
11,Camp 8E,-,29472,,-
12,Camp 8W,-,30745,,-
13,Camp 9,"HP, PHC",32967,"HAEFA, IOM",Functioning
14,Camp 10,PHC,29709,IOM,Functioning
15,Camp 11,PHC,29917,"SRC, BDRCS, IOM",Functioning
16,Camp 12,HP,25887,"SRC, BDRCS, IOM",Functioning
17,Camp 13,PHC,41652,"SRC, BDRCS, IOM",Functioning
18,Camp 14,HP,32227,"SRC, BDRCS, IOM",Functioning
19,Camp 15,PHC,"49,978","SRC, BDRCS, IOM",Functioning
20,Camp 16,-,20824,,-
21,Camp 17,HP,16830,"AFAD, TRC",Functioning
22,Camp 18,"2 HP, PHC",27156,IOM,Functioning
23,Camp 19,PHC,23613,RTMI,Functioning
24,Camp 20,-,6790,,-
25,Camp 20 Ext,-,8219,"AFAD, TRC",-
26,Camp 21,HP,16653,"UNHCR, IOM",Functioning
27,Camp 22,HP,21230,"AFAD, TRC, IOM",Functioning
28,Camp 23,HP,10569,IOM,Functioning
29,Camp 24,PHC,26218,,-
30,Camp 25,-,7718,,-
31,Camp 26,PHC,40032,"IOM, Friendship",Functioning
32,Camp 27,-,15041,,-
33,Nayapara RC,-,22677,,-
34,Kutupalong RC,-,16855,,-
