0,1,2,3
"Sl.
no.","Major
component","Achievements, including development of guideline/
Training manual/Policy briefs",Status
3,"Mental health,
autism, and
NDDs","• National strategic plan for neurodevelopmental
disorders 2016-2021 in Bangladesh
• National Mental Health Survey 2019 completed
• National Mental Health Strategic Plan 2020-30
developed
• National Mental Health Policy developed
• National Mental Health Act-2018 developed
• Mental health, tobacco, alcohol and substance-
abuse guideline developed
• Guidebook on Mental Health and COVID-19
developed
• Situation assessment of autism and
neurodevelopmental disorders in Bangladesh 2016
• Mass awareness activities on mental health, autism,
and NDDs, prevention and treatment of substance-
abuse and harmful use of alcohol
• Survey of autism and neurodevelopmental
disorders in Bangladesh conducted",
4,Disability,"• Mass awareness activities on disability, ear care,
elderly people/senior citizens, physical therapy/
physiotherapy, palliative care, oral health and
dental care, prevention of thalassemia, tobacco
control
• National Palliative Care Learners Guide for
Physicians
• Training Module for the Trainers on Oral Hygiene
Practice
• National Palliative Care Learners Guide for nurses
and para-professionals (Bangla). Defining Disability:
a Guideline for Medical Doctors and Primary
Healthcare Workforce
• National Guideline for the Management of
Childhood Malignancies, Bangladesh developed",
5,"Injury, including
poisoning and
snake-bite","• Mass awareness activities on injury, including
poisoning and snake-bite
• National Guideline for the Management of Snake-
bite developed
• Snake-bite management training guideline
(Bangla) for nurses, SACMOs, and HAs: Snake-bite
management training guideline (English) for doctors
• National Protocol on Methanol Poisoning
• Injury Prevention Guideline (Bangla)
• Observed National Drowning Prevention Day on 25
July 2021 for the first time in Bangladesh","• National Drowning
Prevention Strategy
• National Snake-bite
Prevention Strategy"
