0,1,2,3
COVID-19 status from Jan-Dec 2020,FDMN,Host population,Total
Total number of tests conducted (Jan-Dec 2020),22783,47170,69953
Total number of confirmed cases (Jan-Dec 2020),371,5334,5705
Total number of confirmed deaths (Jan-Dec 2020),10,73,83
