0,1
Name of district-level hospital,Average length of stay
"Manikganj District Hospital, Manikganj",2.7
"Narail District Hospital, Narail",2.7
"Chandpur District Hospital, Chandpur",2.6
"Chuadanga District Hospital, Chuadanga",2.6
"Feni District Hospital, Feni",2.6
"Kumilla District Hospital, Kumilla",2.6
"Thakurgaon District Hospital, Thakurgaon",2.6
"Jamalpur District Hospital, Jamalpur",2.5
"Jhalokathi District Hospital, Jhalokathi",2.5
"Jhenaidah District Hospital, Jhenaidah",2.5
"Kurigram District Hospital, Kurigram",2.5
"Shariatpur District Hospital, Shariatpur",2.5
"Gaibandha District Hospital, Gaibandha",2.4
"Rangamati District Hospital, Rangamati",2.4
"Sirajganj General Hospital, Sirajganj",2.4
"Jashore District Hospital, Jashore",2.3
"Magura District Hospital, Magura",2.3
"Meherpur District Hospital, Meherpur",2.3
"Tangail District Hospital, Tangail",2.3
"Faridpur General Hospital, Faridpur",2.2
"Nilphamari District Hospital, Nilphamari",2.1
Narayanganj General (Victoria) Hospital (100-bed),2
"Kishoreganj District Hospital, Kishoreganj",1.9
"Maulviazar District Hospital, Maulvibazar",1.9
"Netrakona District Hospital, Netrakona",1.9
"Panchagarh District Hospital, Panchagarh",1.9
"Madaripur District Hospital, Madaripur",1.8
"Natore District Hospital, Natore",1.8
"Rajbari District Hospital, Rajbari",1.8
"Bhola District Hospital, Bhola",1.7
"Munshiganj District Hospital, Munshiganj",1.7
"Naogaon District Hospital, Naogaon",1.7
"Pabna District Hospital, Pabna",1.7
"Habiganj District Hospital, Habiganj",1.6
"Chattogram General Hospital, Chattogram",0.51
