0,1,2,3,4,5,6,7
"Sl
no","Name of district-level
hospital",OPD visit,,Emergency visit,,Inpatients,
,,Female,Male,Female,Male,Female,Male
22,"Khagrachhari District
Hospital, Khagrachhari",58300,51636,3096,4583,8880,6740
23,"Khulna District Hospital,
Khulna",123370,72536,12538,15445,6947,4987
24,"Kishoreganj District
Hospital, Kishoreganj",149628,151857,72189,74387,44748,40505
25,"Kumilla District Hospital,
Kumilla",69703,53129,6994,12213,4340,4239
26,"Kurigram District Hospital,
Kurigram",112877,104344,32132,32944,22256,19770
27,"Kushtia District Hospital,
Kushtia",271180,198419,14294,17199,37515,36387
28,"Lakshmipur District
Hospital, Lakshmipur",139618,112750,6648,11829,18197,16256
29,"Lalmonirhat District
Hospital, Lalmonirhat",86087,68571,10449,10506,9693,9799
30,"Maulvibazar District
Hospital, Maulvibazar",128386,125478,48893,48827,26582,21882
31,"Madaripur District
Hospital, Madaripur",70567,46386,18616,20191,15806,17199
32,"Magura District Hospital,
Magura",161115,135563,11303,12109,23994,22972
33,"Manikganj District
Hospital, Manikganj",194426,164438,9547,11960,22408,19120
34,"Meherpur District
Hospital, Meherpur",133231,119792,31251,32689,23375,21429
35,"Mohammad Ali District
Hospital, Bogura",163937,139985,19239,19480,11939,10462
36,"Munshiganj District
Hospital, Munshiganj",115335,104879,28043,25293,11475,8592
37,"Chapainowabganj
District Hospital,
Chapainowabganj",170214,164417,23669,24733,21831,21956
38,"Naogaon District Hospital,
Naogaon",182407,139525,36640,35206,20383,17128
39,"Narail District Hospital,
Narail",69750,42197,13295,17915,15520,12198
40,"Narayanganj 300-bed
Hospital",184079,160690,35465,35352,5882,4476
41,"Narayanganj General
(Victoria) Hospital (100-
bed)",177543,186137,84081,77247,11529,10264
42,"Narsingdi (100-bed) Zila
Hospital, Narsingdi",121470,110397,27835,26507,6855,6698
