0,1,2
No,Item,Outcome
5,"COVID-19 and Diabetes-
Our Initiatives","1. Developed two guidelines on COVID-19 and DM- one for physicians (in
English) and another one for non-health professionals (in Bangla)"
,,"2. Developed educational materials, including one full-length video
documentary, two animations, six posters, one pocket diary, and one
desktop"
,,3. Developed an online portal: https://diabetes-covid19.org
,,"4. Developed online courses for physicians and general people. A total of
20,000 people completed the online course"
,,5. Completed two online surveys and one hospital-based survey
,,6. Published two papers on COVID-19 and diabetes
6,"Manpower training on
diabetes and related
NCDs","1. Trained 600 hundred government health professionals, including
doctors, nurses, and SACMOs"
,,2. Trained 200 medical and nursing students
7,"Research Relating to
diabetes and other
NCDs","1. Completed a nationwide survey to screen people with unknown
diabetes and related risk factors"
,,"2. Completed a nationwide survey to assess the prevalence of GDM and
related risk factors in Bangladesh"
,,"3. Conducting a nationwide survey to assess the cardio-metabolic risk
factors (DM, HTN, etc.) among the young adult population in Bangladesh"
8,"Mobile Diabetes Care
Service","1. To create awareness about DM and other NCDs through Mobile
Diabetes Center"
,,"2. A total of 20,000 people will be screened"
,,"3. A total of 30,000 people with diabetes will be screened for chronic
complications"
