0,1,2,3
,Sex,,
Primary site of,,,
,,,Total
tumour,Male,Female,
,,,
,,,
Kidney,63 (33.5),18 (33.3),81 (33.5)
Renal pelvis,11 (5.9),4 (7.4),15 (6.2)
Ureter,0 (.0),1 (1.9),1 (.4)
Bladder,114 (60.6),31 (57.4),145 (59.9)
Total,188 (100.0),54 (100.0),242 (100.0)
