0,1,2,3,4,5,6
,ENVIRONMENTAL CHECKLIST,,,,,
"Emergency preparedness and response procedures and
equipment (warning signs, fire extinguishers, fire exit etc.)",,,,,,
Provision of fire safety,,,,,,
Provision of safe drinking water,,,,,,
"Provision of sanitary facilities separate from patients and
health workers (also separate male and female)",,,,,,
Any community health and safety plan and procedures,,,,,,
