0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,Sadarpur,,Charbhadrason,
,10,"Akoterchar Union Sub Center , Sadarpur , Faridpur",20,"Char Haziganj USC, Charbhadrason , Faridpur"
,11,"Char Bishnapur USC , Sadarpur , Faridpur",Modhukhali,
,12,"Char Nawabed UH&FWC, Sadarpur, Faridpur",21,"Gopaldi(raipur) USC, Modhukhali , Faridpur"
,13,"Hat Krishnapur UH&FWC, Sadarpur, Faridpur",22,"Mathurapur(gozna) USC, Modhukhali, Faridpur"
,Nagarkanda,,23,"Nowpara Union Sub Center, Modhukhali, Faridpur"
,14,"Bhabukdia UH&FWC, Nagarkanda, Faridpur",Alfadanga,
,15,"Chandhat(charjesordi) USC , Nagarkanda , Faridpur",24,"Kamargram(gopalpur) USC , Alfadanga , Faridpur"
,16,"Laskardia Union Sub Center , Nagarkanda , Faridpur",Faridpur Sadar,
,17,"Rahutpara(gatti) USC , Nagarkanda , Faridpur",25,"Bilmamudpur USC, Faridpur Sadar , Faridpur"
,18,"Ramkantapur USC , Nagarkanda , Faridpur",26,"Ishangopalpur USC, Faridpur Sadar , Faridpur"
,19,"Talma Union Sub Center , Nagarkanda , Faridpur",27,"Kanaipur Union Sub Center , Sadar , Faridpur"
,,,28,"Krishnanagar USC, Faridpur Sadar , Faridpur"
,Rajbari District,,,
,Pangsha,,Goalandaghat,
,1,"Charsajuria(kalimohar) USC , Pangsha , Rajbari",15,"Pachimbagbari UH&FWC, Goalandaghat , Rajbari"
,2,"Habashpur Union Sub Center , Pangsha , Rajbari",16,"Uzanchar Union Sub Center, Goalandaghat, Rajbari"
,3,"Joshai Union Sub Center , Pangsha , Rajbari",,
,4,"Kashbamazail Union Sub Center , Pangsha , Rajbari",Rajbari Sadar,
,5,"Khagjana Union Sub Center , Pangsha , Rajbari",17,"Banibaha Union Sub Center, Rajbari Sadar, Rajbari"
,6,"Mrigi Union Sub Center , Pangsha , Rajbari",18,"Barat A Union Sub Center , Rajbari Sadar , Rajbari"
,7,"Patta Union Sub Center , Pangsha , Rajbari",19,"Barat B Union Sub Center , Rajbari Sadar , Rajbari"
,8,"Ratandia Union Sub Center , Pangsha , Rajbari",20,"Barat UH&FWC, Rajbari Sadar , Rajbari"
,9,"Sengram(bahadurpur) USC , Pangsha , Rajbari",21,"Bashantapur Union Sub Center , Sadar , Rajbari"
,Baliakandi,,22,"Chondoni Union Sub Center, Rajbari Sadar, Rajbari"
,10,"Ariakandi(baharpur) USC , Baliakandi , Rajbari",23,"Khangonj Union Sub Center, Rajbari Sadar, Rajbari"
,11,"Baharpur Union Sub Center , Baliakandi , Rajbari",24,"Khankhanapur UH&FWC, Rajbari Sadar , Rajbari"
,12,"Naliagram Union Sub Center , Baliakandi , Rajbari",25,"Mukandia(Panchuria) USC, Sadar , Rajbari"
,13,"Rajdhapur(islampur) USC , Baliakandi , Rajbari",26,"Mulghar Union Sub Center , Rajbari Sadar , Rajbari"
,Goalandaghat,,27,"Shyamnagar(Sultanpur) USC, Sadar , Rajbari"
,14,"Daulatdia Union Sub Center , Goalandaghat , Rajbari",28,"Udyapur UH&FWC, Rajbari Sadar , Rajbari"
,Gopalganj District,,,
,Mukshedpur,,,
,1,"Dignagar Union Sub Center , Mukshedpur , Gopalganj",13,"Ramdia(bethuri) USC, Kashiani , Gopalganj"
,2,"Gohala Union Sub Center , Mukshedpur , Gopalganj",14,"Sajail Union Sub Center , Kashiani , Gopalganj"
,3,"Jalirpar Union Sub Center , Mukshedpur , Gopalganj",Kotwalipara,
,4,"Kalinagar Union Sub Center, Mukshedpur, Gopalganj",15,"Kushla Union Sub Center , Kotwalipara , Gopalganj"
,5,"Khanpura Union Sub Center, Mukshedpur, Gopalganj",16,"Ramshil Union Sub Center, Kotwalipara, Gopalganj"
,6,"Machna Union Sub Center , Mukshedpur , Gopalganj",Tungipara,
,Kashiani,,17,"Pakutia(dumaria) USC , Tungipara , Gopalganj"
,7,"Fukra Union Sub Center , Kashiani , Gopalganj",18,"Patgati Union Sub Center , Tungipara , Gopalganj"
,8,"Ghonapara(ratail) USC , Kashiani , Gopalganj",Gopalganj Sadar,
,9,"Joynagar(moheshpur) USC , Kashiani , Gopalganj",19,"Kajulia Union Sub Center , Sadar , Gopalganj"
,10,"Nizamkandi Union Sub Center , Kashiani , Gopalganj",20,"Paikkandi Union Sub Center , Sadar , Gopalganj"
,11,"Rahuthar(Hatiara) USC , Kashiani , Gopalganj",21,"Satpar Union Sub Center , Sadar , Gopalganj"
,12,"Rajpat Union Sub Center , Kashiani , Gopalganj",22,"Ulpur Union Sub Center , Sadar , Gopalganj"
,Madaripur District,,,
,Rajoir,,3,"Ishibpur Union Sub Center , Rajoir , Madaripur"
,1,"Amgram Union Sub Center , Rajoir , Madaripur",4,"Kabirajpur Union Sub Center , Rajoir , Madaripur"
,2,"Bajitpur Union Sub Center , Rajoir , Madaripur",5,"Khalia Union Sub Center , Rajoir , Madaripur"
