0,1,2,3,4,5
Civil Surgeon Offices,,,,,
,,Dhaka Divison,,,
,1,"Civil Surgeons Office , Dhaka",10,"Civil Surgeons Office , Mymensingh",
,2,"Civil Surgeons Office , Faridpur",11,"Civil Surgeons Office, Narayanganj",
,3,"Civil Surgeons Office , Gazipur",12,"Civil Surgeons Office , Narsingdi",
,4,"Civil Surgeons Office , Gopalganj",13,"Civil Surgeons Office , Netrokona",
,5,"Civil Surgeons Office , Jamalpur",14,"Civil Surgeons Office , Rajbari",
,6,"Civil Surgeons Office , Kishoreganj",15,"Civil Surgeons Office , Shariatpur",
,7,"Civil Surgeons Office , Madaripur",16,"Civil Surgeons Office , Sherpur",
,8,"Civil Surgeons Office , Manikganj",17,"Civil Surgeons Office , Tangail",
,9,"Civil Surgeons Office , Munshiganj",,,
,,Chittagong Divison,,,
,1,"Civil Surgeons Office , B.baria",7,"Civil Surgeons Office , Feni",
,2,"Civil Surgeons Office , Bandarban",8,"Civil Surgeons Office , Khagrachari",
,3,"Civil Surgeons Office , Chandpur",9,"Civil Surgeons Office , Laxmipur",
,4,"Civil Surgeons Office , Chittagong",10,"Civil Surgeons Office , Noakhali",
,5,"Civil Surgeons Office , Comilla",11,"Civil Surgeons Office , Rangamati",
,6,"Civil Surgeons Office , Coxs Bazar",,,
,,Rajshahi Divison,,,
,1,"Civil Surgeons Office , Bogra",3,"Civil Surgeons Office , Natore",
,2,"Civil Surgeons Office , Chapai Nawabganj",4,"Civil Surgeons Office , Nilphamari",
,5,"Civil Surgeons Office , Dinajpur",11,"Civil Surgeons Office , Pabna",
,6,"Civil Surgeons Office , Gaibandha",12,"Civil Surgeons Office , Panchagarh",
,7,"Civil Surgeons Office , Joypurhat",13,"Civil Surgeons Office , Rajshahi",
,8,"Civil Surgeons Office , Kurigram",14,"Civil Surgeons Office , Rangpur",
,9,"Civil Surgeons Office , Lalmonirhat",15,"Civil Surgeons Office , Serajganj",
,10,"Civil Surgeons Office , Naogaon",16,"Civil Surgeons Office , Thakurgaon",
,,Khulna Divison,,,
,1,"Civil Surgeons Office , Bagerhat",6,"Civil Surgeons Office , Kushtia",
,2,"Civil Surgeons Office , Chuadanga",7,"Civil Surgeons Office , Magura",
,3,"Civil Surgeons Office , Jessore",8,"Civil Surgeons Office , Meherpur",
,4,"Civil Surgeons Office , Jhenaidah",9,"Civil Surgeons Office , Narail",
,5,"Civil Surgeons Office , Khulna",10,"Civil Surgeons Office , Satkhira",
,,Barisal Divison,,,
,1,"Civil Surgeons Office , Barguna",4,"Civil Surgeons Office , Jhalkathi",
,2,"Civil Surgeons Office , Barisal",5,"Civil Surgeons Office , Patuakhali",
,3,"Civil Surgeons Office , Bhola",6,"Civil Surgeons Office , Perojpur",
,,Sylhet Divison,,,
,1,"Civil Surgeons Office , Hobiganj",3,"Civil Surgeons Office , Sunamganj",
,2,"Civil Surgeons Office , M.bazar",4,"Civil Surgeons Office , Sylhet",
