0,1,2,3,4,5,6,7
Sl.,,Year,,,,,
,Description of Serial No./ Subject,,,,,,
No.,,2002,2003,2004,2005,2006,Total
,,,,,,,
1,1. Number of Hospital/Clinics Meeting,350721,3205507,34320,311420,213321,4115289
2,2. Number of School Meeting,502372,175000,32739,73628,260345,1044084
3,3. Number of Uthan Sitting Program,1570822,507271,25390,400700,459938,2964121
4,4. Number of Cinema Show,5785,3528,3672,5679,2398,21062
5,"5. Others (Monitoring, Distribution of
IEC Materials)",5017271,78229,42780,31570,75786,5245636
