0,1,2,3,4,5,6,7,8,9,10,11,12,13
Description,,Year,,,,,,,,,,,
,,2001,,,2002,,,2003,,2004,,2005,
Total Number of AFP Cases,1287,,,1365,,,1128,,,1301,1458,,
Total Number of Sample,2728,,,2931,,,2388,,,2631,2910,,
Total Polio Virus Isolates,74,,,93,,,91,,,118,59,,
Total Wild Polio Viruses,0,,,0,,,0,,,0,0,,
Total Vaccine (Sabin) Viruses,74,,,93,,,91,,,118,59,,
"Total NPEV (Non Polio Entero
Viruses)",804,,,815,,,565,,,517,574,,
Total Negative Samples,1850,,,2023,,,1732,,,1996,2277,,
