0,1,2,3,4,5
,,Year,,,
Sl.,,,,,
No.,Name of the Course/ Subjects,2001 -,2002 -,2003 -,2004 -
,,2002,2003,2004,2005
82,Training on Asthma Prevention and Management,,,,
83,"Training on ESP Advanced Clinical Skills Course on Child Health care
for Doctor",,,,
84,Training on Quality Assurance Program,,,,
85,Training on Complementary Feeding,,,,
86,Training on Disease surveillance for three days for,155,,,
87,Training on Improved Financial Management,,,,
88,"Training on Kidney & urological diseases for health workers at primary
health care level",,,,
89,"Training on Kidney & urological diseases for nurses working at primary
health care level",,,,
90,Training on Research Methodology,,,,64
91,Training on Sputum Microscopy for Lab. Technologists,,,,
92,Training on the Management of Violence Against Women for Doctors,,,,
93,Training on the Management of Violence Against Women for Nurses,,,,
94,Upazila & District level Health Providers on decentralized Planning,,,,
95,Vacuum Extraction Training Ventouse,,,,
96,Voluntary Sterilization Certification Course,,,,
97,Women's Professional Development Program,,,,
98,Workshop Seminer on Family Medicine,,,,
Total,,51440,31047,15846,4013
