0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,11,"Gomnati Union Sub Center , Domar , Nilphamari",17,"Khoga Karibari USC , Dimla , Nilphamari"
,12,"Harinchara Union Sub Center , Domar , Nilphamari",18,"Nawtara Union Sub Center , Dimla , Nilphamari"
,13,"Mirjagang(Jorabari) USC, Domar , Nilphamari",19,"West Shatnai Union Sub Center , Dimla , Nilphamari"
,14,"Panga Union Sub Center , Domar , Nilphamari",,Nilphamari Sadar
,15,"Sonarai Union Sub Center , Domar , Nilphamari",20,"Babrighar(Chaprasargani) USC, Sadar, Nilphamari"
,,Dimla,21,"Goragram Union Sub Center , Sadar , Nilphamari"
,16,"Balapara Union Sub Center , Dimla , Nilphamari",,
,Kurigram District,,,
,Ulipur,,Nageswari,
,1,"Bozra Union Sub Center , Ulipur , Kurigram",11,"Gagla(Santoshpur) USC, Nageswari , Kurigram"
,2,"Daldalia UH&FWC, Ulipur, Kurigram",12,"Kachakata(Kedar) USC, Nageswari , Kurigram"
,3,"Durgapur UH&FWC, Ulipur, Kurigram",13,"S.P.Mandargonj USC, Nageswari, Kurigram"
,4,"Pundal UH&FWC, Ulipur, Kurigram",Rowmari,
,Bhurungamari,,14,"Dantbhanga Union Sub Center , Rowmari , Kurigram"
,5,"Char Bhurungamari USC , Bhurungamari , Kurigram",15,"Jaduchar Union Sub Center , Rowmari , Kurigram"
,6,"Shahi Bazar(Boldia) USC , Bhurungamari , Kurigram",Rajarhat,
,7,"Shilkuri Union Sub Center , Bhurungamari , Kurigram",16,"Bidyananda UH&FWC, Rajarhat, Kurigram"
,8,"Sonahat Uinon Sub Center , Bhurungamari , Kurigram",17,"Nazimkhan Union Sub Center , Rajarhat , Kurigram"
,Chilmari,,18,"Omar Majid UH&FWC, Rajarhat, Kurigram"
,9,"Jourgach Union Sub Center , Chilmari , Kurigram",19,"Panga(Chinai) USC, Rajarhat , Kurigram"
,Nageswari,,Kurigram Sadar,
,10,"Bhitarband Union Sub Center , Nageswari , Kurigram",20,"Pangachi UH&FWC, Kurigram Sadar, Kurigram"
,Lalmonirhat District,,,
,Kaliganj,,Hatibandha,
,1,"Bhetmari Union Sub Center , Kaliganj , Lalmonirhat",7,"Barakhata USC, Hatibandha , Lalmonirhat"
,2,"Dalagram Union Sub Center , Kaliganj , Lalmonirhat",8,"Daikawaya USC, Hatibandha , Lalmonirhat"
,3,"Kakina Union Sub Center , Kaliganj , Lalmonirhat",L.monirhat Sadar,
,Patgram,,9,"Gokunda(Tista) USC , Sadar , Lalmonirhat"
,4,"Baura Union Sub Center , Patgram , Lalmonirhat",10,"Moghalhat Union Sub Center , Sadar , Lalmonirhat"
,5,"Srirampuri Union Sub Center , Patgram , Lalmonirhat",11,"Saptana Union Sub Center , Sadar , Lalmonithat"
,Aditmari,,12,"Sundarmoti(Panchagram) USC, Sadar, Lalmonirhat"
,6,"Durgapur Union Sub Center , Aditmari , Lalmonirhat",,
,Gaibandha District,,,
,,Gobindaganj,15,"Dharmapur(sreepur) USC , Sundarganj , Gaibandha"
,1,"Birat Union Sub Center , Gobindaganj , Gaibandha",16,"Haripur Union Sub Center , Sundarganj , Gaibandha"
,2,"Darbasta Union Sub Center , Gobindaganj , Gaibandha",17,"Kanchibari USC , Sundarganj , Gaibandha"
,3,"Debpur Union Sub Center , Gobindaganj , Gaibandha",18,"Sovaganj(santiram) USC , Sundarganj , Gaibandha"
,4,"Gumaniganj Union Sub Center, Gobindaganj, Gaibandha",,Palashbari
,5,"Kamdia Union Sub Center , Gobindaganj , Gaibandha",19,"Amlagachi USC, Palashbari , Gaibandha"
,6,"Kochasahar Union Sub Center, Gobindaganj, Gaibandha",20,"Fakirhat Union Sub Center , Palashbari , Gaibandha"
,7,"Mahimaganj USC , Gobindaganj , Gaibandha",21,"Kishoregari USC, Palashbari , Gaibandha"
,8,"Nakaihat Union Sub Center , Gobindaganj , Gaibandha",22,"Merirhat Union Sub Center , Palashbari , Gaibandha"
,9,"Panaullah Union Sub Center , Gobindagonj , Gaibandha",23,"Thalukgamira USC, Palashbari , Gaibandha"
,10,"Sakahar Union Sub Center , Gobindaganj , Gaibandha",,Gaibandha Sadar
,,Fulchari,24,"Badiakhali-1 Union Sub Center , Sadar , Gaibandha"
,11,"Kanchanpara Union Sub Center , Fulchari , Gaibandha",25,"Badiakhali-2 Union Sub Center , Sadar , Gibandha"
,,Sundarganj,26,"Bollomjar Union Sub Center , Sadar , Gaibandha"
,12,"Bamandanga Union Sub Center , Sundarganj , Gaibandha",27,"Dariapur(Ghagoa) USC , Sadar , Gaibandha"
,13,"Belka Union Sub Center , Sundarganj , Gaibandha",28,"Kamarjani Union Sub Center , Sadar , Gaibandha"
,14,"Chandipur Union Sub Center , Sundarganj , Gaibandha",29,"Laxmipur Union Sub Center , Sadar , Gaibandha"
