0,1,2,3,4,5,6
,Open Heart Surgery,,,,,Closed Heart
Year,,,,,,
,CABG,Valve,Congenital,Other,Total,Surgery
,,,,,,
2001,60,134,133,3,330,157
2002,112,89,210,4,415,151
2003,170,142,162,22,496,140
2004,180,159,205,17,561,95
2005,267,102,237,20,626,93
