0,1,2,3,4,5
Designation,Sanctioned,Existing,,,Vacant
,Post,Male,Female,Total,
Scale : 14 (3300-190*7-4630-210*11-6940),,,,,
Accountant,133,124,0,124,9
Accountant Cum Cashier,1,1,0,1,0
Artist,11,5,2,7,4
Asstt. Accountant,6,4,1,5,1
Asstt. Librarian,4,1,2,3,1
Audio Visual Officer,1,0,1,1,0
Audio Visual Technician,4,2,0,2,2
Bateriologist Asstt.,1,1,0,1,0
Budget Asstt.,6,5,0,5,1
Cardiographer,1,1,0,1,0
Care Taker,3,2,0,2,1
Cashier,576,477,19,496,80
Chief Anesthesia Technician,1,1,0,1,0
Chief Lab. Technician,1,1,0,1,0
Chief Technician,6,1,0,1,5
Clinical Photographer,1,0,0,0,1
Cold Chain Technician,72,65,0,65,7
Data Enterer,3,1,0,1,2
Dietician,2,0,0,0,2
Draftsman,2,1,1,2,0
Driver,20,19,0,19,1
ECG Technician,4,3,1,4,0
Eco Technician,4,2,2,4,0
Editor,2,1,0,1,1
Electro Medical Technician,1,1,0,1,0
EPI Technician,1,1,0,1,0
Family Welfare Visitor (FWV),44,0,0,0,44
Field Supervisors,4,2,2,4,0
Generator Operator,2,0,0,0,2
Head Asstt.,15,14,0,14,1
Head Asstt. Cum Accountant,513,480,13,493,20
Head Asstt. Cum Cashier,1,1,0,1,0
Head Asstt./UDA,1,1,0,1,0
Health Educator,10,4,0,4,6
Health Inspector,"1,403","1,166",0,"1,166",237
Home Sister,2,0,2,2,0
House Keeper,1,1,0,1,0
Imam,1,1,0,1,0
Instrument Care Taker,5,4,0,4,1
Instrument Care Taker,2,2,0,2,0
Instrument Technician,10,6,0,6,4
Interviewer,3,0,0,0,3
Lady Health Visitor,30,0,26,26,4
Laundary Inspector,1,0,0,0,1
Librarian,12,11,0,11,1
