0,1,2,3,4,5,6
Financing Pattern,,Approved,,,Revised,
,,(2003-2006),,,(2003-2010),
GOB (Devlopment),14000,,,54297,,
Project Aid (PA),32000,,,107935,,
Sub-Total (Dev. Budget),46000,,,162232,,
GOB (Rev.),48100,,,162271,,
Total (Rev. + Dev.),94100,,,324503,,
