0,1,2,3,4,5
,,Year,,,
Sl.,,,,,
No.,Name of the Course/ Subjects,2001 -,2002 -,2003 -,2004 -
,,2002,2003,2004,2005
44,"Continuation of ongoingTraining on Epidemiology and Bio-Statistics
using SPSS with Cambrige University (Data analysis) and linkage with
NIPSOM",,16,16,
45,Diabetis Service Delivary Training for Doctors,,5,5,
46,Facilitators Training on Human Relation,,,4,
47,First Aid Training for Petrol Pump Workers,,4,4,
48,Improved Financial Management (Workshop),,140,,
49,International Classfication Diseses-10,,,,
50,International Training on Non-Scalpel Vasectomy,,13,,50
51,Management Development Training for District Managers,,99,,
52,Management Development Training for Upazila Managers,,60,,
53,Management of Obstetric Emergencies & Trauma,,21,,
54,MDGs & PRSP Under health system,,,,
55,Mid level Management Development Program,,,,
56,Midwifery Skilled Practice Training,,15,,
57,Midwifery Training Course for FWV'S,,120,448,
58,Monitoring Supervision And FollowUp Training,,107,184,87
59,Monitoring system of Upazila Planning Implementation,,,,
60,Nutration Training for Specialist,,4471,5194,
61,One Day Orientation Workshop on Basic ESP Training Guidelines,635,1122,,
62,One week Training on EOC of UHFPO & RMO,,75,154,
63,Orientation Training Program on Family Medicine,,,,147
64,Prevention & Control of STD & AIDS,12213,10264,1132,
65,Primary Eye Care Training,,283,,
66,Refresher Training on Safe Delivery for BRAC FWVs,,14,,
67,Research Methodology,,61,,
68,Senior Level Management Development Program,,55,,
69,Standard Operating Procedure,,,145,
70,TOT for Clinical Service Providers,,42,,
71,"TOT for Doctors on advenced ESD clinical skills Training course on
Child Health care",,,,150
72,"TOT for Doctors on advenced ESD clinical skills Training course on
Reproductive Health",,,,
73,TOT for Field Service Providers,,,170,
74,"TOT For Supporting,SuperVision,Monetoring,Evaluation & Followup
For DTCC,DUTT & CMT",,,73,180
75,TOT of FWVs on Midwifery,,,,
76,"TOT on Advanced ESP Clinical Skills on Communicable Disease
Control",,,,
77,TOT on Family Medicine,,,,75
78,"TOT on Nutrition Program, Planing & Management",,,,
79,TOT on Primary Eye Care Training,,,,
80,TOT on Quality Assurance,,,,
81,TOT on TB For Upazila Trainers,,,,
