0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,,Salika,,Sreepur
,7,"Arpara Union Sub Center , Salika , Magura",9,"Sreepur Union Sub Center , Sreepur , Magura"
,8,"Bunaghati Union Sub Center , Salika , Magura",,
,Kushtia District,,,
,Bheramara,,12,"Sonakandi UH&FWC, Daulatpur, Kushtia"
,1,"Bahadurpur Union Sub Center , Bheramara , Kushtia",Mirpur,
,2,"Satbaria Union Sub Center , Bheramara , Kushtia",13,"Amla Union Sub Center , Mirpur , Kushtia"
,Daulatpur,,14,"Chitalia Union Sub Center , Mirpur , Kushtia"
,3,"Baragangadia(Aria) USC , Daulatpur , Kushtia",Kumarkhali,
,4,"Baragangdia UH&FWC, Daulatpur, Kushtia",15,"Chapra(Jaduboyra) USC , Kumarkhali , Kushtia"
,5,"Harishankar UH&FWC, Daulatpur, Kushtia",16,"Dhalnagar(Bagulat) USC , Kumarkhali , Kushtia"
,6,"Insafnagar(Ramkrishnapur) USC , Daulatpur , Kushtia",17,"Jaduboyra UH&FWC, Kumarkhali, Kushtia"
,7,"Khalishakundi Union Sub Center , Daulatpur , Kushtia",18,"Jaganathpur USC, Kumarkhali , Kushtia"
,8,"Mathurapur(harisanka) USC , Daulatpur , Kushtia",19,"Kanthagajra USC , Kumarkhali , Kushtia"
,9,"Philipnagar UH&FWC, Daulatpur, Kushtia",20,"Sadaki Union Sub Center , Kumarkhali , Kushtia"
,10,"Refayetpur Union Sub Center , Daulatpur , Kushtia",21,"Saita(Chapra) USC, Kumarkhali , Kushtia"
,11,"Sonaikundi Union Sub Center , Daulatpur , Kushtia",22,"Shelaidaha UH&FWC, Kumarkhali, Kushtia"
,23,"Shelaidaha Union Sub Center , Kumarkhali , Kushtia",27,"Jhaudia Union Sub Center , Kushtia Sadar , Kushtia"
,Kushtia Sadar,,28,"Madhupur(Mazampur) USC , Kushtia Sadar , Kushtia"
,24,"Goshwami Durgapur USC , Kushtia Sadar , Kushtia",29,"Manohardia USC, Kushtia Sadar , Kushtia"
,25,"Harinarayanpur Union Sub Center , Sadar , Kushtia",30,"Ujangram USC, Kushtia Sadar , Kushtia"
,26,"Hatash Haripur Union Sub Center , Sadar , Kushtia",31,"Ziarakhi Union Sub Center , Kushtia Sadar , Kushtia"
,Chuadanga District,,,
,Damurhuda,,Alamdanga,
,1,"Chandrahas Union Sub Center, Damurhuda, Chuadanga",9,"Alamdanga USC, Alamdanga , Chuadanga"
,2,"Jahogpata(Damurhuda) USC , Damurhuda , Chuadanga",10,"Baragangni(Gangni) USC, Alamdanga, Chuadanga"
,3,"Joyrampur Union Sub Center , Damurhuda , Chuadanga",11,"Hatboalia USC , Alamdanga , Chuadanga"
,4,"Kurulgachhi Union Sub Center, Damurhuda, Chuadanga",12,"Khaskara USC, Alamdanga , Chuadanga"
,5,"Mem Nagar(Kapasdanga) USC, Damurhuda,Chuadanga",13,"Munsigonj(Hardi) USC , Alamdanga , Chuadanga"
,6,"Natipota Union Sub Center , Damurhuda , Chuadanga",Jibannagar,
,7,"Zuranpur Union Sub Center , Damurhuda , Chuadanga",14,"Andulbaria USC, Jibannagar , Chuadanga"
,Chuadanga Sadar,,15,"Uthali Union Sub Center , Jibannagar , Chuadanga"
,8,"Begumpur USC , Chuadanga Sadar , Chuadanga",,
,Meherpur District,,,
,Gangni,,7,"Tentulbaria Union Sub Center , Gangni , Meherpur"
,1,"Arpara UH&FWC, Gangni, Meherpur",Meherpur Sadar,
,2,"Bamandi Union Sub Center , Gangni , Meherpur",8,"Amjhupi USC, Meherpur Sadar , Meherpur"
,3,"Boat UH&FWC, Gangni, Meherpur",9,"Dariapur USC, Meherpur Sadar , Meherpur"
,4,"Mohammadpur(Matmura) USC , Gangni , Meherpur",10,"Kedargonj(Bagoan) USC , Sadar , Meherpur"
,5,"Naweapara UH&FWC, Gangni, Meherpur",11,"Kutubpur Union Sub Center , Sadar , Meherpur"
,6,"Shohorabaria UH&FWC, Gangni, Meherpur",12,"Zadukhali(Sonakhali) USC , Sadar , Meherpur"
,BARISAL DIVISION,,,
,Barisal District,,,
,,Gournadi,6,"Faridpur(Durgpasha) USC , Bakerganj , Barisal"
,1,"Batazore Union Sub Center , Gournadi , Barisal",7,"Kalaskati Union Sub Center , Bakerganj , Barisal"
,2,"Khanjapur Union Sub Center , Gournadi , Barisal",8,"Khariabad(Gururia) USC , Bakerganj , Barisal"
,3,"Nalchira Union Sub Center , Gournadi , Barisal",9,"Laxmipasha(Kabai) USC , Bakerganj , Barisal"
,,Bakerganj,10,"Padrishibpur Union Sub Center , Bakerganj , Barisal"
,4,"Chamta(Neamati) Union Sub Center, Bakerganj, Barisal",,Banaripara
,5,"Charramudi Union Sub Center , Bakerganj , Barisal",11,"Awar(Baisari) USC, Banaripara , Barisal"
