0,1,2,3,4,5
,,Year,,,
Sl.,,,,,
,Name of Foreign Training,,,,Total (2001-
No.,,2001-2002,2002-2003,2003-2004,
,,,,,2004)
,,,,,
1,4 Months Training to Hipatobiliary,,1,,1
2,Association of Spine Surgeons,3,,,3
3,Cardiac Surgery,,,4,4
4,Clinical Tranining in Intensive Care Unit (ICU),,6,,6
5,EOC Services for Mid Level Managers,,,15,15
6,Executive Board Partners Meeting,1,,,1
7,General Management for the Secretarial Staffs,,,15,15
8,General Surgery,6,,,6
9,Health Management,,,10,10
10,Hiptobiliary Surgery,,,8,8
11,"Homeopathic, Unani and Ayurvedic Medicine",,,5,5
12,Hospital Management,23,,24,47
13,"Human Resource Development in the Health
Sector",,12,,12
14,ICU Management,,,8,8
