0,1,2,3,4
Union Sub Centers (USC) And UH&FWC,,,,
,,Muradnagar,,Debidwar
,25,"Bangora Union Sub Center , Muradnagar , Comilla",38,"Jafargonj Union Sub Center , Debidwar , Comilla"
,26,"Gandra Union Sub Center , Muradnagar , Comilla",39,"Subil Union Sub Center , Debidwar , Comilla"
,27,"Haidarbad Union Sub Center , Muradnagar , Comilla",,Chandina
,28,"Jahapur Union Sub Center , Muradnagar , Comilla",40,"Dollainawabpur USC, Chandina , Comilla"
,29,"Nagarpur Union Sub Center , Muradnagar , Comilla",41,"Mahichail Union Sub Center , Chandina , Comilla"
,30,"Ramchandrapur USC , Muradnagar , Comilla",,Chaddagram
,31,"Srekail Union Sub Center , Muradnagar , Comilla",42,"Alkora Union Sub Center , Chaddagram , Comilla"
,,Barura,43,"Batisha Union Sub Center , Chaddagram , Comilla"
,32,"Aganagar Union Sub Center , Barura , Comilla",44,"Chiora Union Sub Center , Chaddagram , Comilla"
,33,"Galimpur Union Sub Center , Barura , Comilla",45,"Kashinagar USC, Chaddagram , Comilla"
,34,"Jhalam Union Sub Center , Barura , Comilla",46,"Rajar Bazar USC, Chaddagram , Comilla"
,35,"Payalgacha Union Sub Center , Barura , Comilla",,Homna
,36,"Shilmuri Union Sub Center , Barura , Comilla",47,"Chanderchar Union Sub Center , Homna , Comilla"
,,Comilla Sadar,48,"Nilakhi Vasania Union Sub Center , Homna , Comilla"
,37,"Daulatpur USC, Comilla Sadar , Comilla",,
,Chandpur District,,,
,Matlab,,Faridganj,
,1,"Durgapur Union Sub Center , Matlab , Chandpur",11,"Asta Union Sub Center , Faridganj , Chandpur"
,2,"Mandartali Union Sub Center , Matlab , Chandpur",12,"Ferozpur Union Sub Center , Faridganj , Chandpur"
,3,"Mohonpur Union Sub Center , Matlab , Chandpur",13,"Karaitali Union Sub Center , Faridganj , Chandpur"
,4,"Sangarchar Union Sub Center , Matlab , Chandpur",14,"Rupsa Union Sub Center , Faridganj , Chandpur"
,5,"Satnal Union Sub Center , Matlab , Chandpur",Kachua,
,6,"Turki Union Sub Center , Matlab , Chandpur",15,"Asrafpur Union Sub Center , Kachua , Chandpur"
,Haziganj,,16,"Kachua Sadar Union Sub Center , Kachua , Chandpur"
,7,"Hajiganj Sadar Union Sub Center , Haziganj , Chandpur",17,"Pathair Union Sub Center , Kachua , Chandpur"
,8,"Ramchandrapur Union Sub Center, Haziganj, Chandpur",18,"Ragunathpur Union Sub Center , Kachua , Chandpur"
,9,"Sreepur Union Sub Center , Haziganj , Chandpur",Saharasthi,
,Chandpur Sadar,,19,"Nawra Union Sub Center , Saharasthi , Chandpur"
,10,"Hanarchar Union Sub Center , Sadar , Chandpur",20,"Tampta Meher USC, Saharasthi , Chandpur"
,B. baria District,,,
,Akhaura,,Bancharampur,
,1,"Mogra Union Sub Center , Akhaura , B.baria",14,"Darikandi Union Sub Center , Bancharampur ,
B.baria"
,2,"Ranighar Union Sub Center , Akhaura , B.baria",15,"Rupasdi Union Sub Center , Bancharampur , B.baria"
,Nasirnagar,,Sarail,
,3,"Fandauk Union Sub Center , Nasirnagar , B.baria",16,"Chunta Union Sub Center , Sarail , B.baria"
,4,"Gokarna Union Sub Center , Nasirnagar , B.baria",17,"Joydharkandi Union Sub Center , Sarail , B.baria"
,5,"Haripur Union Sub Center , Nasirnagar , B.baria",18,"Paniswar South Union Sub Center , Sarail , B.baria"
,Nabinagar,,19,"Shahajadapur Union Sub Center , Sarail , B.baria"
,6,"Bidyakot Union Sub Center , Nabinagar , B.baria",20,"Shahbajpur Union Sub Center , Sarail , B.baria"
,7,"Jinnatpur Union Sub Center , Nabinagar , B.baria",Kashba,
,8,"Kaitala Union Sub Center , Nabinagar , B.baria",21,"Bayek Union Sub Center , Kashba , B.baria"
,9,"Rasullabad Union Sub Center , Nabinagar , B.baria",22,"Chargach Union Sub Center , Kashba , B.baria"
,10,"Ratanpur Union Sub Center , Nabinagar , B.baria",B.baria Sadar,
,11,"Sadekpur Union Sub Center , Nabinagar , B.baria",23,"Ashugong Union Sub Center , B,baria Sadar , B.baria"
,12,"Salimgonj Union Sub Center , Nabinagar , B.baria",24,"Patton Union Sub Center , B.baria Sadar , B.baria"
,13,"Sreeghar Union Sub Center , Nabinagar , B.baria",,
