0,1,2,3,4
General and District Hospitals,,,,
,,Dhaka Divison,,
,1,"District Hospital , Faridpur",9,"General Hospital , Narayanganj"
,2,"District Hospital , Gazipur",10,"District Hospital , Narayanganj"
,3,"District Hospital , Gopalganj",11,"District Hospital , Narsingdi"
,4,"District Hospital , Jamalpur",12,"District Hospital , Netrokona"
,5,"District Hospital , Kishoreganj",13,"District Hospital , Rajbari"
,6,"District Hospital , Madaripur",14,"District Hospital , Shariatpur"
,7,"District Hospital , Manikganj",15,"District Hospital , Sherpur"
,8,"District Hospital , Munshiganj",16,"District Hospital , Tangail"
,,Chittagong Divison,,
,1,"District Hospital , B.baria",7,"District Hospital , Feni"
,2,"District Hospital , Bandarban",8,"District Hospital , Khagrachari"
,3,"District Hospital , Chandpur",9,"District Hospital , Laxmipur"
,4,"District Hospital , Chittagong",10,"District Hospital , Noakhali"
,5,"District Hospital , Comilla",11,"District Hospital , Rangamati"
,6,"District Hospital , Coxs Bazar",,
,,Rajshahi Divison,,
,1,"District Hospital , Dinajpur",8,"District Hospital , Natore"
,2,"District Hospital , Gaibandha",9,"District Hospital , Nawabganj"
,3,"District Hospital , Joypurhat",10,"District Hospital , Nilphamari"
,4,"District Hospital , Kurigram",11,"District Hospital , Pabna"
,5,"District Hospital , Lalmonirhat",12,"District Hospital , Panchagarh"
,6,"Mohammad Ali District Hospital , Bogra",13,"District Hospital , Serajganj"
,7,"District Hospital , Naogaon",14,"District Hospital , Thakurgaon"
,,Khulna Divison,,
,1,"District Hospital , Bagerhat",6,"District Hospital , Kustia"
,2,"District Hospital , Chuadanga",7,"District Hospital , Magura"
,3,"District Hospital , Jessore",8,"District Hospital , Meherpur"
,4,"District Hospital , Jhenaidah",9,"District Hospital , Narail"
,5,"District Hospital , Khulna",10,"District Hospital , Satkhira"
,,Barisal Divison,,
,1,"District Hospital , Barguna",2,"District Hospital , Jhalkathi"
,3,"District Hospital , Barisal",5,"District Hospital , Patuakhali"
,4,"District Hospital , Bhola",6,"District Hospital , Perojpur"
,,Sylhet Divison,,
,1,"District Hospital , Hobiganj",3,"Shahid Shamsuddin District Hospital , Sylhet"
,2,"District Hospital , M.bazar",4,"District Hospital , Sunamganj"
