0,1,2,3,4,5,6,7,8,9,10,11
,Patients category,,,2001-2002,,,2002-2003,,2003-2004,2004-2005,
New Patients,,,20603,,,20883,,,21462,22324,
Total Patients,,,270190,,,291073,,,312535,334859,
