0,1,2,3,4,5
,,Year,,,
Sl.,,,,,
,Name of Foreign Training,,,,Total (2001-
No.,,2001-2002,2002-2003,2003-2004,
,,,,,2004)
,,,,,
15,Improve Quality Health Service,,5,,5
16,"International Training Program on Financial
Management",,2,,2
17,Kidney & Urological Diseases,,,10,10
18,Medical & Humanitarian Emergency Course,1,,,1
19,Medical Education System,,6,,6
20,Medical Management Practice,,5,7,12
21,Medical Oncology,,,5,5
22,Medical Procurement,,,12,12
23,Neuro Surgery,,,4,4
24,Opthalmology,5,,6,11
25,Orthopedics Meeting,,1,,1
26,Policy Level Workshop,1,,,1
27,Public Health Administration,,,13,13
28,Regional Committee Meeting,,3,,3
29,Research Methodology,,,12,12
30,SARS Meeting,,2,,2
31,Scout Conference,1,2,,3
32,Sector Wide Management,,,8,8
33,Spinal Surgery & Orthopedics,,2,,2
34,Study Tour to Medical Colleges,4,,,4
35,TATA Memorial Center,,3,,3
36,The Latest Development in Anesthesiology,,5,,5
37,The Latest Development in Cardiology,,5,6,11
38,The Latest Development in General Medicine,,7,,7
39,"The Latest Development in Obstetrics &
Gynecology",,4,,4
40,The Latest Development in Pediatrics,,5,,5
41,"The Latest Development in the Treatment of
Dengue",,4,10,14
42,The Latest Development in Urology,,4,,4
43,The Latest Development of Dentistry,,1,,1
44,The Latest Development of E.N.T.,,2,,2
45,The Latest Development of Orthopedics,,3,6,9
46,"The Latest Developments in
Radiology,Radiotherapy & Imaging",,,4,4
47,The Management of Communicable Diseases,,7,,7
48,Training Progress on Secretarial Management,,36,,36
49,Training Strategy,,,15,15
50,Works Procurement Course,5,5,,10
Total,,50,138,207,395
