0,1,2,3,4,5,6,7,8,9,10
"No.
and
%",Year 2007,,Year 2008,,Year 2009,,Year 2010,,Total,
,"CBE
done",CBE+ve,"CBE
done",CBE+ve,"CBE
done",CBE+ve,"CBE
done",CBE+ve,"CBE
done",CBE +ve
No.,"19,237",202,"45,973","1,460","81,701","3,432","93,884","1,221","240,795","6,315"
% +ve,,1.1,,3.2,,4.2,,1.3,,2.6
