0,1,2,3
Period,No. of clients,"No. of clients
referred","Average number of clients per
community clinic per day"
Apr 2009-Dec 2009,"11,141,356","172,312",12
Jan 2010-Dec 2010,"27,846,053","568,503",19
Total,"38,987,409","740,815",-
