0,1,2,3,4,5
Age 25 - 49 years,,,,,
Male,,Female,,Both sexes,
"Cerebro-v ascular accident
/s troke",30.27,"Cerebro-v ascular accident
/s troke",31.05,"Cerebro-v ascular accident /
stroke",30.56
Myocardial infarction,12.68,Poisoning,6.25,Myocardial infarction,8.58
"Other cardiov ascular
diseases*",7.30,"Other cardiov ascular
diseases*",4.77,"Other cardiov ascular
diseases*",6.37
Injury,7.27,Hypertension,4.28,Injury,5.97
Hypertension,4.57,Injury,3.74,Poisoning,4.90
COPD,4.20,Septicemia,3.69,Hypertension,4.46
Poisoning,4.11,Meningitis/ E ncephalitis,2.61,COPD,3.08
Septicemia,2.33,Myocardial infarction,1.57,Septicemia,2.83
Meningitis/ Encephalitis,1.98,COPD,1.18,Meningitis/ E ncephalitis,2.21
Pneumonia & other RTI,1.92,Pneumonia an dother RTIs,1.56,Pneumonia an dother RTIs,1.77
Total deaths,"3,479",Total deaths,"2,032",Total deaths,"5,511"
Age 50 years an dabov e,,,,,
Male,,Female,,Both sexes,
"Cerebro vascular accident
/s troke",19.56,"Cerebro vascular accident
/s troke",24.28,"Cerebro vascular accident/
stroke",21.33
Myocardial infarction,9.90,"Other cardiov ascular
diseases*",9.45,Myocardial infarction,9.58
"Other cardiov ascular
diseases*",8.34,Myocardial infarction,9.06,"Other cardiov ascular
diseases*",8.76
Meningitis/ E ncephalitis,5.64,Meningitis/ E ncephalitis,6.26,Meningitis/ E ncephalitis,5.87
Hepatic Problem,5.41,Hepatic problem,5.43,Hepatic problem,5.42
COPD,3.87,Hypertension,3.73,Hypertension,3.26
Hypertension,2.97,Poisoning,2.14,COPD,2.94
Injury,2.15,Septicemia,1.97,Injury,1.86
Poisoning,1.41,COPD,1.41,Poisoning,1.69
Pneumonia an dother RTIs,1.12,Injury,1.39,Septicemia,1.22
Total deaths,"6,796",Total deaths,"4,107",Total deaths,"10,903"
