0,1,2,3,4
"Financial
year","No. of
items","Total
amount in
Taka","Cost per community
clinic per year
(Taka)",Remarks
2009-2010,25,43 crore,"72,000","In addition, medicines worth Tk.
15 crore were supplied from
Director of Primary Health Care
of the DGHS"
2010-2011,28,91 crore,"88,000",Ongoing
