0,1,2,3
Sl.,,Status of,Action
,Covenant,,
,,Compliance,Required
No.,,,
,"be included in bidding documents and civil works contracts, and compliance shall be
monitored by the Project Executing Agency and reported to ADB.",,"any breach of provision, necessary corrective measures as per
contract clauses shall be taken. All activities including awareness
program will be reflected in “Monitoring Report”."
8.,"The Borrower, the Project Executing Agency and Participating Pourashavas shall ensure
that awareness campaign on anti-human trafficking shall be conducted and that
information and print material on anti-human trafficking shall be developed and
distributed to all construction workers and the community in the Project areas throughout
the project implementation period. Compliance shall be monitored by the Project
Executing Agency, and reported to ADB.",Being Complied,
