0,1,2,3,4,5,6,7,8
S.I,Course,Duration,Government,,Private,,Total,
,,,"No. of
institutes","No. of
seats","No. of
institutes","No. of
seats","No. of
institutes","No. of
seats"
1,Family Welfare Visitor (FWV),18 months,12,1000,0,0,12,1000
2,Community Paramedic,2 years,0,0,27,1270,27,1270
3,"Community Based Skill Birth
Attendants (CSBA)",6 months,48,960,4,80,52,1040
