0,1,2,3,4
"SDG
target",Baseline data (Year),"2017 Data, DGHS
Bangladesh","Milestone
by 2020","Target by
2030"
3.1.2,"42.1% (BDHS, 2014)","72.3% SVRS, 2017",65%,80%
3.2.1,"36 (SVRS, 2015)","31 (SVRS,2017)",34,25
3.2.2,20 (SVRS-2015),"17 (SVRS, 2017)",19,12
3.3.1,"0.04 (Women 15-49
years: <0.1%, Men
15-49 years: <0.1%)
(UNAIDS, 2016)","New case 865
Male-639
Female-213
Hijra/Transgender-13",0.03,0.01
3.3.2,"287 (NTP, 2016)","221 (Global TB report
2018)",250,150
3.3.3,"4.3 (MCP, 2015)",1.64 (From OP),3,0
3.3.4,-,546 (From OP),-,-
3.3.5,"49,873,889 (WHO,
2016)","47,484,224 (Health
SDG Profile:
Bangladesh,2018,
WHO)","45,000,000","35,000,000"
3.4.1,"18% (WHO, 2016)","Total person 4394
(From OP -%
validation is not yet
done by NIPSOM)",15%,6%
3.4.2,"7.1 (PSD, 2015)",7.8,5.5,2.4
3.5.1,-,"22.212(2016)
16.386(2015)
16.852(2014)",-,-
3.6.1,"2.49 (PSD, 2015)","347 person (From 8
Division)",2.0,1.2
3.7.1,"72.6% (BDHS, 2014)","72.6% (BDHS, 2014)",75%,100%
3.7.2,75 (SVRS-2015),"75 (SVRS,2017)",70,50
3.8.1,52 (WHO-2016),"50 (Health SDG Profile:
Bangladesh,2018,
WHO)",65,100
