0,1
Total no. of facilities,Total no. beds
320,16000
93,2883
11,110
424,18993
2,100
6,186
2,60
1,25
32,640
19,190
60,0
1312,0
87,0
35,0
23,0
2003,20194
"13,779",0
15782,20194
