0,1,2,3,4,5,6
"and youth access to sexual and
reproductive health information
and services
Baseline: 1; Target: 4",,,,,,
,"National priority: Seventh Five-Year Plan: human resource development (education, health and population)",,,,,
,"UNDAF outcome: All people have equal rights, access and opportunities",,,,,
"Outcome 3: Gender equality and
women’s empowerment
Advanced gender equality, women’s
and girls’ empowerment, and
reproductive rights, including for the
most vulnerable and marginalized
women, adolescents and youth
Outcome indicator(s):
● Percentage of ever-married women
aged 15-49 years who agree that a
husband is justified in hitting or
beating his wife with at least one
specified reason
Baseline: 28.3%; Target: 23%",,"Output 1: A national
mechanism
operationalized to plan,
coordinate and monitor
strategies, policies and
protocols to address
gender-based violence and
harmful practices","● A costed annualized results framework to operationalize the national
action plan to prevent violence against women and children is in place
Baseline: No; Target: Yes
● Number of national training institutions that integrate a module on
gender-based violence/harmful practices into pre-service/in-service
training
Baseline: 1; Target: 4","Ministries of: Women
and Children Affairs;
Labour and
Employment; Health
and Family Welfare;
law enforcement
agencies; the private
sector; the media; civil
society organizations;
non-governmental
organizations; United
Nations organizations","$3.8 million
from regular
resources",
,,"Output 2: Increased
availability of information
and services to prevent
and address gender-based
violence and harmful
practices, in both
development and
humanitarian settings","● Number of districts with functional referral mechanisms to provide
coordinated and comprehensive services for gender-based violence
survivors, including in humanitarian settings
Baseline: 0; Target: 5
● Advocacy and social behavioural change communications plan for
gender-based violence prevention developed and implemented
Baseline: No; Target: Yes",,"$4.3 million
($3.8 million
from regular
resources and
$0.5 million
from other
resources)",
,"National priority: Seventh Five Year Plan: human resource development (education, health and population)",,,,,
,"UNDAF outcome: All people have equal rights, access and opportunities; Prosperity – Inclusive and shared economic progress",,,,,
"Outcome 4: Population dynamics
Strengthened national policies and
international development agendas
through integration of evidence-based
analysis on population dynamics and
their links to sustainable development,
sexual and reproductive health and
reproductive rights, HIV and gender
equality
Outcome indicator(s):
 Number of new national
development plans that address
population dynamics by
accounting for population trends
and projections in setting
development targets
Baseline: 0; Target: 3",,"Output 1: Increased
capacity of national
institutions to further
disaggregate, analyse and
disseminate quality
population data in a timely
and user-friendly manner
to inform evidence-based
planning, budgeting and
monitoring progress","● A sustainable development goal and seventh Five-Year Plan
monitoring and reporting framework put in place with UNFPA
support
Baseline: 0; Target: 2
● A population census 2021 master plan with resource requirements
developed and endorsed by the Government
Baseline: No; Target: Yes
● Number of national databases with population-based data that
facilitate mapping of socioeconomic inequalities and demographic
disparities accessible by users through web-based platforms
Baseline: 2; Target: 7","Bangladesh Bureau of
Statistics; General
Economics
Division/Ministry of
Planning; Parliament
Secretariat; University
of Dhaka; National
Institute of Training and
Research","$4.5 million
($2.5 million
from regular
resources and
$2.0 million
from other
resources)
Total for
programme
coordination
and
assistance:
2.0 million
from regular
resources",
