0,1,2,3,4,5,6,7,8
,mvZÿxiv,0,0,0,3,৮০২৭,০,107
‡gvU,,0,0,0,7,১৩০৯৬৪,৫,3743
ewikvj,ewikvj,0,0,0,0,২২১২৩,০,332
,cUzqvLvjx,0,0,0,0,৭১৭৫,০,162
,‡fvjv,0,0,0,0,৮০৩৬,০,142
,wc‡ivRcyi,0,0,0,0,৬৪৪৫,০,136
,ei¸bv,0,0,0,0,৪৭৪৫,০,121
,SvjKvwV,0,0,0,0,৫৬৯৮,০,100
‡gvU,,0,0,0,0,৫৪২২২,০,993
wm‡jU,wm‡jU,0,0,0,3,৪৩২০২,২,843
,mybvgMÄ,0,0,0,0,৭০৬৩,০,183
,nweMÄ,0,0,0,0,৭৬৭৭,০,133
,‡gŠjfxevRvi,0,0,0,0,৯৯৭৯,০,207
‡gvU,,0,0,0,3,৬৭৯২১,২,1366
me©‡gvU,,1,0,0,735,২০৫২২80,৩২,29531
