0,1,2,3
রবমাি/সমুদ্র/স্থ্ল বন্দর ও সরল সিশি,গত ২৪ ঘন্টা,এপযন্তব সবদবমার্,মন্তব্
আন্তজাবরতক রবমািবন্দর সূহ,2036,"6,109,354",
স্থ্লবন্দর সূহ,1399,"382,341",
সমুদ্রবন্দর সূহ,88,"379,487",
সরলওদয় সিশি,,7029,বতমব াদি বন্ধ
সমার্ রিরিাংকৃত যাত্রীর সাংখ্যা,"3,523","10,684,638",
