0,1,2,3,4,5,6,7,8
"stisiv
ycnegremE",latoT,,"999,52","039,61","995,31","774,06","670,93","087,93"
,"sraey
5<",elaM,"321,2","000,11",057,"281,5","772,3","776,3"
,"sraey
5>",,"915,11","000,1","232,6","480,72","222,61","267,51"
,"sraey
5<",elameF,"916,1","050,4",668,"749,3","091,5","235,3"
,"sraey
5>",,"837,01",088,"157,5","462,42","783,41","908,61"
"stisiv
DPO",latoT,,"436,19","565,68","698,501","562,98","422,651","539,711"
,"sraey
5<",elaM,"806,6","002,52","185,8","411,8","479,01","796,11"
,"sraey
5>",,"504,13","005,11","757,23","165,83","937,25","378,93"
,"sraey
5<",elameF,"071,9","563,03","612,01","001,8","043,31","218,7"
,"sraey
5>",,"154,44","005,91","243,45","094,43","171,97","355,85"
emaN,,,"latipsoH
tcirtsiD
anugraB","latipsoH
lareneG
lasiraB","latipsoH
tcirtsiD
alohB","latipsoH
tcirtsiD
ihtakolahJ","latipsoH
radaS
deb-052
ilahkautaP","latipsoH
tcirtsiD
rupjoriP"
tcirtsiD,,,anugraB,lasiraB,alohB,ihtakolahJ,ilahkautaP,rupjoriP
noisiviD,,,lasiraB,,,,,
