0,1,2,3,4
"Sl.
no.","Code
no.",Name of college,No. of seats,Year of establishment
01,41,"Bangladesh Medical College, Road # 14/A, Dhanmondi, Dhaka",120,1985
02,42,"SamajVittic Medical College, Mirza Nagar, Via Savar Cant., Dhaka",150,1989
03,43,"Institute of Applied Health Sciences, Foy’s lake, Chittagong",75,1990
04,44,"Jahurul Islam Medical College, Bajitpur, Kishoreganj",100,1992
05,45,"Medical College for Women and Hospital, Rd # 8-9 Set-1, Uttara Model Town, Dhaka",90,1992
06,46,"Z.H Sikder, Women Medical College, Monica Estate, Western Dhanmondi, Dhaka",100,1992
07,47,"Dhaka National Medical College, 53/1 Jonson Road, Dhaka",125,1995
08,48,"Community-based Medical College, 161 K.B. Ismail Road, Mymensingh",125,1995
09,49,"Jalalabad Ragib-Rabeya Medical College, Pathantola, Sylhet",175,1996
