0,1,2,3,4,5
Division,District,Name,Total beds,ALS (Days),BOR (%)
Sylhet,Habiganj,Azmiriganj Upazila Health Complex,31,1.1,40.4
,,Bahubal Upazila Health Complex,31,1.9,114.3
,,Baniachong Upazila Health Complex,31,2,87.2
,,Chunarughat Upazila Health Complex,31,1.6,97.8
,,Lakhai Upazila Health Complex,31,2.5,62.3
,,Madhabpur Upazila Health Complex,50,1.7,67.1
,,Nabiganj Upazila Health Complex,31,1.5,70.6
,Maulvibazar,Barlekha Upazila Health Complex,31,1.2,82.9
,,Juri Upazila Health Complex,0,0,0
,,Kamalganj Upazila Health Complex,31,1.3,82.7
,,Kulaura Upazila Health Complex,50,2.45,80.51
,,Rajnagar Upazila Health Complex,31,2.1,81.7
,,Sreemangal Upazila Health Complex,50,1.9,72
