0,1,2,3,4
"Sl.
no.","Code
no.",Name of college,No. of seats,Year of establishment
61,101,"Brahmanbaria Medical College, Ghatura, Brahmanbaria",50,2014-15
62,102,"Parkview Medical College & Hospital, Taltola, Telirhat, VIP Road, Sylhet",50,2014-15
63,103,"Marine City Medical College & Hospital, Chittagong",50,2014-15
64,104,"Shah Makhdum Medical College, Boalia, Rajshahi",50,2014-15
65,105,"US Bangla Medical College, Rupganj, Narayanganj",50,2014-15
66,106,"Chattagram International Medical College, Chittagong",50,2015
67,107,"Ad-Din Akij Medical College, Khulna",50,2015
68,108,"Monowara Medical College, Patuakhali",50,2015
Total,,,6145,
