0,1,2,3,4,5,6,7,8,9,10,11,12
,3,,28,,60,,47,,23,,7,
,,,,,,,,,,,27,
,16,,,,,,,,,,,
,,,,,,,,,,,62,
,,,,,,,,,20,,,
,,,,,,,41,,,,,
,,,18,,,,,,,,,
,14,,,,,,,,,,,
,,,,,18,,,,,,,
,,,7,,,,,,,,,
,,,,,10,,,,5,,,
,,,,,,,4,,,,,
