0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Summary of Cases 2020,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,Measles Cases,,,,,Rubella Cases,,,Discarded Cases,,Incidence,,Discarded Rate
"n
o
is
i",District,"s
e
s
a",Lab,E p i-,,Clinically,Lab,E p i -,,Both Negative,"ro
f n
g n id o ita
nc
eif","Incidence per 1
million
population",,"Non-measles non-
rubella discarded
rate per 100,000 pop"
"v
iD",,"c
la
to
T",confirmed,linked,Total,compatible,confirmed,linked,Total,(Discarded),"pis
ss
a
e lc
s
a
C","s
e
ls
a
e
M","a
lle
b
u
R","tc s
ir u
ts ta
iD ts"
"L
A
S
IR
A
B",BARGUNA,73,8,0,8,1,0,0,0,64,0,7.58,0.00,6.06
,BARISAL,67,7,0,7,2,0,0,0,58,0,2.97,0.00,2.46
,BARISAL CC.,20,2,0,2,2,0,0,0,16,0,5.15,0.00,4.12
,BHOLA,88,18,0,18,1,0,0,0,69,0,8.57,0.00,3.28
,JHALAKATI,34,6,0,6,1,0,0,0,27,0,7.43,0.00,3.35
,PATUAKHALI,113,29,0,29,1,1,0,1,82,0,15.97,0.55,4.52
,PEROJPUR,52,6,0,6,1,1,0,1,44,0,4.56,0.76,3.34
BARISAL,,447,76,0,76,9,2,0,2,360,0,7.72,0.20,3.66
"G
N
O
G
A
T
T
IH
C",BANDARBAN,113,36,55,91,0,0,0,0,22,0,198.20,0.00,4.79
,BRAHMANBARIA,207,25,98,123,2,2,0,2,80,0,36.62,0.60,2.38
,CHANDPUR,108,23,0,23,11,1,0,1,73,0,8.05,0.35,2.56
,CHITTAGONG,77,43,0,43,0,0,0,0,34,0,7.23,0.00,0.57
,CHITTAGONG CC.,90,56,0,56,0,0,0,0,34,0,18.33,0.00,1.11
,COMILLA,129,24,0,24,8,0,0,0,97,0,4.01,0.00,1.62
,COMILLA CC.,6,0,0,0,0,0,0,0,6,0,0.00,0.00,1.55
,COX'S BAZAR,133,87,0,87,1,0,0,0,45,0,32.13,0.00,1.66
,FENI,25,6,0,6,0,0,0,0,19,0,3.53,0.00,1.12
,KHAGRACHARI,142,15,92,107,0,0,0,0,35,0,147.41,0.00,4.82
,LAKSHMIPUR,120,66,0,66,6,0,0,0,48,0,32.28,0.00,2.35
,NOAKHALI,93,34,0,34,7,2,0,2,50,0,9.25,0.54,1.36
,RANGAMATI,270,7,248,255,0,0,0,0,15,0,361.89,0.00,2.13
CHITTAGONG,,1513,422,493,915,35,5,0,5,558,0,27.23,0.15,1.66
"A
K
A
H
D",DHAKA,96,25,0,25,32,0,0,0,39,0,4.22,0.00,0.66
,DHAKA NORTH CC.,222,45,0,45,104,2,0,2,71,0,9.62,0.43,1.52
,DHAKA SOUTH CC.,186,47,0,47,81,2,0,2,56,0,12.92,0.55,1.54
,FARIDPUR,94,36,0,36,3,2,0,2,53,0,15.92,0.88,2.34
,GAZIPUR,71,21,0,21,12,1,0,1,37,0,9.80,0.47,1.73
,GAZIPUR CC.,43,12,0,12,11,2,0,2,18,0,6.38,1.06,0.96
,GOPALGANJ,67,13,0,13,4,1,0,1,49,0,9.38,0.72,3.53
,KISHOREGANJ,84,13,0,13,7,1,0,1,63,0,3.78,0.29,1.83
,MADARIPUR,72,10,0,10,7,1,0,1,54,0,7.25,0.73,3.92
,MANIKGANJ,48,5,0,5,2,0,0,0,41,0,3.04,0.00,2.49
,MUNSHIGANJ,54,10,0,10,14,1,0,1,29,0,5.85,0.59,1.70
,NARAYANGANJ,78,12,0,12,28,1,0,1,37,0,4.53,0.38,1.40
,NARAYANGANJ CC.,7,3,0,3,0,0,0,0,4,0,3.58,0.00,0.48
,NARSINGDHI,109,30,11,41,11,3,0,3,54,0,15.59,1.14,2.05
,RAJBARI,38,5,0,5,1,1,0,1,31,0,4.03,0.81,2.50
,SARIATPUR,55,7,0,7,3,0,0,0,45,0,5.12,0.00,3.29
,TANGAIL,113,32,0,32,4,6,0,6,71,0,7.51,1.41,1.67
DHAKA,,1437,326,11,337,324,24,0,24,752,0,7.82,0.56,1.75
"A
N
L
U
H
K",BAGERHAT,80,24,0,24,0,0,0,0,56,0,13.75,0.00,3.21
,CHUADANGA,44,6,0,6,0,1,0,1,37,0,4.49,0.75,2.77
,JESSORE,143,50,16,66,3,3,0,3,71,0,20.19,0.92,2.17
,JHENAIDAH,92,38,23,61,1,0,0,0,30,0,29.13,0.00,1.43
,KHULNA,59,12,15,27,0,0,0,0,32,0,13.80,0.00,1.64
,KHULNA CC.,11,6,0,6,0,0,0,0,5,0,7.65,0.00,0.64
,KUSHTIA,99,18,0,18,2,1,0,1,78,0,7.82,0.43,3.39
,MAGURA,77,23,0,23,4,0,0,0,50,0,21.18,0.00,4.60
,MEHERPUR,47,7,0,7,16,0,0,0,24,0,9.03,0.00,3.10
,NARAIL,136,61,33,94,0,4,0,4,38,0,110.17,4.69,4.45
,SATKHIRA,65,17,0,17,0,1,0,1,47,0,7.24,0.43,2.00
KHULNA,,853,262,87,349,26,10,0,10,468,0,18.82,0.54,2.52
