0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
Year,"Interventional procedures
Angiography Angioplasty",,,,,,,,,,,Cardiac,Other,Total
,CAG,PCI,"Device
closure","Peri-
Renal
pheral",,"Peri-
Renal
pheral",,PTMC,TPM,PPM,EPS,Cath,,
2006,3105,584,1,-,106,-,7,280,675,321,161,229,4,5473
2007,3266,574,-,-,87,-,43,20,850,359,204,295,-,5698
Total,6371,1158,7529,-,193,-,50,300,1525,680,365,524,4,11171
