0,1,2,3,4,5
,,,,No. of,
,Name of MATS,,,,
,,,,seats,
,,,,,
"Medical Assistant Training School,
Bagerhat",,,150,,
"Medical Assistant Training School,
Comilla (non -functioning)",,,50,,
"Medical Assistant Training School,
Faridpur",,,50,,
"Medical Assistant Training School,
Kushtia",,,100,,
"Medical Assistant Training School,
Noakhali",,,100,,
"Medical Assistant Training School,
Sirajganj",,,100,,
"Medical Assistant Tr aining School,
Tangail",,,100,,
Total,,,650,,
"Note: A new MATS is being constructed in Jenidah
district
Source: Director, Medical Education and Health
Manpower Development, Mohakhali, Dhaka",,,,,
