0,1,2,3,4,5
,,,,No. of,
,Name of nursing institute,,,,
,,,,seats,
"1. Nursing Institute attached with
Shere Bangla Medical College
Hospital, Barisal",,,50,,
"2. Nursing Institute attached with
SSMC Mitford Hospital, Dhaka",,,50,,
"3. Nursing Institute attached with
Comilla Medical College Hospital ,
Comilla",,,50,,
"4. Nursing Institute attached with
Faridpur Medical College Hospital,
Faridpur",,,50,,
"5. Nursing Institute attached with
Rangpur Medical College Hospital,
Rangpur",,,50,,
"6. Nursing Institute attached with
MAG Osmani Medical College
Hospital, Sylhet",,,50,,
Tota l=,,,300,,
"Source: Director, Medical Education and Health
Manpower Development, Mohakhali, Dhaka",,,,,
