0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
,Name of service,,,2019,,,2020,,,2021,,,2022,,,Till Date,
PRP therapy,,,-,,,-,,,-,,,-,,,123,,
Hb-electrophoresis,,,-,,,300,,,-,,,-,,,300,,
"COVID-19 RT-PCR
(GeneXpert)",,,-,,,153,,,394,,,184,,,733,,
HIV Viral load,,,91,,,74,,,375,,,892,,,1429,,
COVID-19 IgG Antibody,,,Nil,,,485,,,95*,,,-,,,580,,
"TSH (Thyroid
Stimulating Hormone)",,,-,,,-,,,-,,,"200(ELISA)
+
300(Device)",,,500,,
